date,open,high,low,close,volume
2024-01-01 00:00:00,4770.0,4774.03,4766.58,4770.61,3975
2024-01-01 00:15:00,4770.61,4771.24,4768.4,4769.04,3614
2024-01-01 00:30:00,4769.04,4770.05,4766.79,4767.8,7146
2024-01-01 00:45:00,4767.8,4769.16,4759.02,4760.38,3643
2024-01-01 01:00:00,4760.38,4771.85,4754.43,4765.9,8446
2024-01-01 01:15:00,4765.9,4772.97,4762.36,4769.43,8743
2024-01-01 01:30:00,4769.43,4773.07,4764.82,4768.46,3532
2024-01-01 01:45:00,4768.46,4772.69,4766.62,4770.86,4954
2024-01-01 02:00:00,4770.86,4772.65,4769.96,4771.74,6034
2024-01-01 02:15:00,4771.74,4773.94,4767.89,4770.08,5014
2024-01-01 02:30:00,4770.08,4776.73,4766.45,4773.1,3976
2024-01-01 02:45:00,4773.1,4774.12,4771.15,4772.18,4596
2024-01-01 03:00:00,4772.18,4772.2,4771.18,4771.2,7362
2024-01-01 03:15:00,4771.2,4772.1,4767.91,4768.81,7334
2024-01-01 03:30:00,4768.81,4771.39,4767.65,4770.23,7076
2024-01-01 03:45:00,4770.23,4774.61,4765.57,4769.95,4465
2024-01-01 04:00:00,4769.95,4774.46,4767.14,4771.65,4555
2024-01-01 04:15:00,4771.65,4771.81,4769.66,4769.82,6984
2024-01-01 04:30:00,4769.82,4770.36,4769.7,4770.24,5850
2024-01-01 04:45:00,4770.24,4774.17,4763.61,4767.54,4747
2024-01-01 05:00:00,4767.54,4770.75,4766.93,4770.14,7774
2024-01-01 05:15:00,4770.14,4772.35,4768.54,4770.75,6772
2024-01-01 05:30:00,4770.75,4773.54,4769.0,4771.79,8561
2024-01-01 05:45:00,4771.79,4774.08,4770.78,4773.07,3228
2024-01-01 06:00:00,4773.07,4775.82,4767.26,4770.01,7271
2024-01-01 06:15:00,4770.01,4772.44,4770.0,4772.43,7992
2024-01-01 06:30:00,4772.43,4781.21,4769.98,4778.76,4791
2024-01-01 06:45:00,4778.76,4781.52,4771.01,4773.77,7576
2024-01-01 07:00:00,4773.77,4773.82,4768.46,4768.51,7958
2024-01-01 07:15:00,4768.51,4772.22,4760.23,4763.94,3053
2024-01-01 07:30:00,4763.94,4769.03,4761.45,4766.54,3426
2024-01-01 07:45:00,4766.54,4771.71,4761.79,4766.96,5434
2024-01-01 08:00:00,4766.96,4771.22,4766.03,4770.29,5311
2024-01-01 08:15:00,4770.29,4774.81,4768.01,4772.53,5866
2024-01-01 08:30:00,4772.53,4774.17,4771.56,4773.2,5325
2024-01-01 08:45:00,4773.2,4775.31,4771.99,4774.1,6054
2024-01-01 09:00:00,4774.1,4775.75,4771.95,4773.61,3944
2024-01-01 09:15:00,4773.61,4778.31,4771.59,4776.29,21333
2024-01-01 09:30:00,4776.29,4777.09,4772.07,4772.87,4920
2024-01-01 09:45:00,4772.87,4774.16,4770.31,4771.6,3466
2024-01-01 10:00:00,4771.6,4775.81,4768.17,4772.38,4067
2024-01-01 10:15:00,4772.38,4780.42,4769.88,4777.92,7282
2024-01-01 10:30:00,4777.92,4779.85,4773.68,4775.61,7559
2024-01-01 10:45:00,4775.61,4775.86,4772.08,4772.33,7222
2024-01-01 11:00:00,4772.33,4773.39,4769.58,4770.64,3567
2024-01-01 11:15:00,4770.64,4775.77,4768.51,4773.63,3246
2024-01-01 11:30:00,4773.63,4775.32,4771.26,4772.94,3360
2024-01-01 11:45:00,4772.94,4777.88,4772.09,4777.03,7645
2024-01-01 12:00:00,4777.03,4778.71,4769.65,4771.33,5122
2024-01-01 12:15:00,4771.33,4776.16,4769.97,4774.81,6867
2024-01-01 12:30:00,4774.81,4781.41,4771.41,4778.01,3400
2024-01-01 12:45:00,4778.01,4778.62,4773.08,4773.69,8797
2024-01-01 13:00:00,4773.69,4776.88,4771.0,4774.19,5093
2024-01-01 13:15:00,4774.19,4779.21,4772.93,4777.94,5723
2024-01-01 13:30:00,4777.94,4782.86,4773.32,4778.24,7946
2024-01-01 13:45:00,4778.24,4782.61,4776.96,4781.33,7781
2024-01-01 14:00:00,4781.33,4789.33,4780.65,4788.65,8404
2024-01-01 14:15:00,4788.65,4790.33,4787.83,4789.52,6764
2024-01-01 14:30:00,4789.52,4791.77,4786.43,4788.68,11079
2024-01-01 14:45:00,4788.68,4795.37,4779.66,4786.35,5699
2024-01-01 15:00:00,4786.35,4790.91,4783.8,4788.36,6244
2024-01-01 15:15:00,4788.36,4788.73,4787.42,4787.79,5416
2024-01-01 15:30:00,4787.79,4790.68,4784.38,4787.27,5125
2024-01-01 15:45:00,4787.27,4789.01,4785.23,4786.98,4922
2024-01-01 16:00:00,4786.98,4790.53,4785.44,4789.0,5480
2024-01-01 16:15:00,4789.0,4789.66,4785.1,4785.76,6288
2024-01-01 16:30:00,4785.76,4789.31,4777.54,4781.09,4252
2024-01-01 16:45:00,4781.09,4783.85,4770.92,4773.67,3130
2024-01-01 17:00:00,4773.67,4778.08,4772.96,4777.37,4467
2024-01-01 17:15:00,4777.37,4779.56,4775.44,4777.62,8108
2024-01-01 17:30:00,4777.62,4782.57,4777.33,4782.28,8248
2024-01-01 17:45:00,4782.28,4783.0,4781.56,4782.28,5678
2024-01-01 18:00:00,4782.28,4783.15,4779.16,4780.04,8365
2024-01-01 18:15:00,4780.04,4782.35,4779.22,4781.53,7606
2024-01-01 18:30:00,4781.53,4782.4,4780.45,4781.32,3550
2024-01-01 18:45:00,4781.32,4784.83,4774.01,4777.51,4808
2024-01-01 19:00:00,4777.51,4779.42,4772.92,4774.83,6250
2024-01-01 19:15:00,4774.83,4780.97,4774.13,4780.27,7104
2024-01-01 19:30:00,4780.27,4782.59,4779.07,4781.38,3816
2024-01-01 19:45:00,4781.38,4783.52,4780.55,4782.69,6687
2024-01-01 20:00:00,4782.69,4783.3,4781.26,4781.87,8407
